hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
10,12.1,0.0,1.5,47.0,1842.0,0.009,90.0,25.0,60
17,29.8,0.0,3.9,12.0,2000.0,0.058,40.0,11.0,215
23,13.4,0.0,2.1,31.0,2000.0,0.043,26.0,16.0,88
20,20.1,0.0,4.2,22.0,1988.0,0.058,38.0,20.0,196
13,26.1,0.0,3.7,29.0,1890.0,0.067,38.0,21.0,173
5,8.2,0.0,0.4,71.0,1758.0,0.034,46.0,19.0,10
18,10.6,0.0,3.3,83.0,1108.0,0.027,31.0,29.0,177
13,23.2,0.0,3.7,45.0,527.0,0.069,225.0,61.0,91
17,19.1,0.0,4.3,31.0,1746.0,0.047,59.0,26.0,129
23,11.7,0.0,1.9,67.0,1111.0,0.024,75.0,32.0,96
3,15.4,0.0,1.6,77.0,1104.0,0.036,23.0,18.0,14
11,22.2,0.0,2.2,38.0,676.0,0.04,106.0,52.0,85
15,29.1,0.0,3.9,20.0,1950.0,0.069,50.0,30.0,106
17,19.6,0.0,5.0,22.0,2000.0,0.047,41.0,16.0,181
7,13.7,0.0,0.2,80.0,1355.0,0.026,31.0,22.0,23
8,11.9,0.0,2.2,71.0,1632.0,0.025,48.0,19.0,41
9,14.1,0.0,3.2,59.0,1808.0,0.028,52.0,18.0,59
11,23.4,0.0,2.3,34.0,1911.0,0.042,44.0,25.0,95
19,15.9,0.0,4.9,53.0,961.0,0.063,78.0,41.0,146
3,17.8,0.0,0.8,91.0,330.0,0.005,31.0,23.0,29
16,30.0,0.0,3.2,16.0,1183.0,0.1,70.0,38.0,304
18,14.0,0.0,3.7,14.0,1992.0,0.045,,,221
0,14.4,0.0,3.0,75.0,1629.0,0.022,32.0,20.0,67
5,7.5,0.0,0.9,68.0,2000.0,0.029,61.0,16.0,10
20,14.0,0.0,4.9,65.0,690.0,0.061,81.0,47.0,109
9,13.0,0.0,2.6,65.0,582.0,0.012,71.0,36.0,79
13,21.2,0.0,4.2,26.0,1542.0,0.056,129.0,27.0,108
2,17.2,0.0,0.4,44.0,1048.0,0.022,162.0,39.0,38
19,16.2,0.0,3.5,31.0,950.0,0.06,,,167
4,15.6,0.0,2.1,65.0,636.0,0.081,83.0,48.0,27
3,13.8,0.0,1.0,81.0,849.0,0.032,48.0,19.0,18
3,16.5,0.0,0.8,59.0,2000.0,0.026,40.0,26.0,28
13,23.6,0.0,3.4,36.0,1970.0,0.042,33.0,21.0,221
5,16.4,0.0,1.0,74.0,1481.0,0.042,25.0,19.0,17
10,21.6,0.0,1.4,40.0,1739.0,0.026,45.0,28.0,95
13,16.3,0.0,1.8,22.0,1975.0,0.034,56.0,25.0,71
11,14.5,0.0,2.7,41.0,1995.0,0.031,29.0,17.0,78
20,15.5,0.0,2.9,57.0,1232.0,0.045,74.0,29.0,146
10,21.5,0.0,1.1,65.0,1302.0,0.02,27.0,18.0,87
2,10.9,0.0,0.8,79.0,1918.0,0.018,31.0,23.0,28
12,25.0,0.0,3.1,31.0,1840.0,0.047,48.0,26.0,136
18,22.1,0.0,3.0,41.0,1921.0,0.062,54.0,33.0,234
16,23.0,0.0,2.9,26.0,2000.0,,22.0,8.0,182
4,7.5,0.0,0.4,79.0,1636.0,0.032,56.0,21.0,6
13,25.6,0.0,3.8,32.0,1965.0,0.06,32.0,19.0,167
23,19.1,0.0,2.2,44.0,2000.0,0.042,27.0,20.0,152
9,19.3,0.0,1.8,72.0,795.0,0.017,26.0,17.0,135
3,10.6,0.0,1.5,58.0,1548.0,0.038,62.0,33.0,23
12,19.1,0.0,1.7,59.0,842.0,0.016,68.0,26.0,115
2,11.2,0.0,1.6,55.0,1583.0,0.024,62.0,31.0,43
15,19.2,0.0,5.4,23.0,2000.0,0.049,42.0,13.0,121
15,20.9,0.0,4.2,33.0,1598.0,0.056,65.0,29.0,143
14,21.0,0.0,2.1,71.0,575.0,0.039,74.0,43.0,88
17,23.5,0.0,4.1,17.0,2000.0,0.066,39.0,21.0,300
6,3.3,0.0,1.2,83.0,1219.0,0.016,33.0,30.0,7
8,14.5,1.0,1.9,94.0,128.0,0.013,60.0,34.0,165
22,13.3,0.0,3.6,66.0,619.0,0.064,90.0,62.0,114
2,11.0,0.0,2.8,42.0,2000.0,0.037,32.0,18.0,33
7,7.9,0.0,1.0,55.0,2000.0,0.028,30.0,19.0,96
17,19.6,0.0,3.4,44.0,844.0,0.066,74.0,43.0,166
3,18.8,0.0,0.5,54.0,2000.0,0.019,29.0,22.0,34
3,10.3,0.0,2.4,20.0,2000.0,0.043,64.0,19.0,16
11,16.4,0.0,4.1,26.0,1923.0,0.034,40.0,16.0,101
23,20.7,0.0,1.7,66.0,464.0,0.029,88.0,54.0,126
17,27.2,0.0,4.4,45.0,1621.0,0.082,55.0,32.0,304
21,20.7,0.0,3.7,37.0,1395.0,0.082,71.0,36.0,216
6,11.5,0.0,0.5,43.0,869.0,0.012,72.0,64.0,21
9,17.0,0.0,0.4,59.0,318.0,0.021,143.0,86.0,91
22,10.1,0.0,3.1,20.0,2000.0,0.036,58.0,14.0,112
0,18.5,0.0,0.6,45.0,1345.0,0.055,62.0,36.0,121
13,25.4,0.0,1.7,30.0,974.0,0.045,95.0,47.0,132
3,11.6,1.0,0.0,90.0,284.0,0.01,68.0,57.0,5
8,10.5,0.0,0.6,35.0,1953.0,0.038,47.0,27.0,155
4,11.5,0.0,2.4,64.0,1470.0,0.038,77.0,21.0,29
6,15.1,0.0,0.3,88.0,415.0,0.05,60.0,34.0,14
22,16.2,0.0,3.5,29.0,2000.0,0.044,46.0,14.0,117
22,19.4,0.0,2.4,39.0,1757.0,0.029,65.0,29.0,194
16,20.5,0.0,4.6,34.0,1962.0,0.053,61.0,14.0,337
4,12.9,0.0,2.4,44.0,2000.0,0.039,17.0,10.0,19
5,16.5,0.0,1.1,56.0,2000.0,0.033,36.0,24.0,16
15,25.6,0.0,2.1,30.0,1894.0,0.066,44.0,25.0,114
17,22.3,0.0,2.7,42.0,819.0,0.073,200.0,,151
13,26.4,0.0,4.1,27.0,1943.0,0.061,44.0,23.0,92
20,19.7,0.0,4.3,60.0,1991.0,0.042,35.0,24.0,244
0,13.5,0.0,3.8,46.0,2000.0,0.042,26.0,20.0,48
10,19.1,0.0,2.0,54.0,1873.0,0.032,29.0,18.0,101
1,14.1,0.0,,55.0,1992.0,,,,38
11,22.7,0.0,2.9,38.0,1967.0,0.043,26.0,20.0,111
22,14.3,0.0,1.7,35.0,921.0,0.047,83.0,72.0,104
22,14.2,0.0,3.2,44.0,2000.0,0.043,23.0,18.0,84
7,15.1,0.0,0.5,67.0,1008.0,0.027,48.0,30.0,76
21,21.5,0.0,2.9,44.0,1970.0,0.063,52.0,33.0,239
15,28.4,0.0,5.1,43.0,990.0,0.099,77.0,49.0,97
7,9.1,0.0,1.8,87.0,266.0,0.011,61.0,51.0,21
2,17.4,0.0,0.5,50.0,1779.0,0.004,74.0,45.0,33
14,26.3,0.0,2.1,25.0,1667.0,0.071,74.0,39.0,154
14,14.4,1.0,3.5,79.0,1395.0,0.039,41.0,28.0,1
22,14.0,0.0,2.7,30.0,2000.0,0.049,26.0,15.0,100
7,9.0,0.0,2.6,90.0,253.0,0.031,31.0,,70
10,22.3,0.0,1.4,54.0,990.0,0.016,35.0,23.0,90
17,21.8,0.0,4.0,23.0,1999.0,0.055,35.0,20.0,250
7,15.3,0.0,2.6,69.0,291.0,0.014,124.0,79.0,82
4,11.7,0.0,2.4,40.0,2000.0,0.042,33.0,25.0,5
17,19.6,0.0,4.2,36.0,1231.0,0.059,77.0,29.0,205
9,17.6,0.0,0.9,47.0,1892.0,0.013,36.0,22.0,121
2,8.4,0.0,2.0,68.0,1923.0,0.033,55.0,18.0,21
10,21.1,0.0,1.4,40.0,1855.0,0.03,45.0,27.0,81
5,15.8,0.0,0.9,68.0,851.0,0.048,52.0,33.0,19
8,10.7,0.0,2.0,45.0,1881.0,0.024,45.0,24.0,212
23,10.9,0.0,1.6,45.0,908.0,0.036,80.0,73.0,62
15,23.5,0.0,2.9,53.0,650.0,0.052,75.0,38.0,115
2,13.2,0.0,2.4,29.0,1271.0,0.033,60.0,51.0,26
11,14.5,0.0,2.2,61.0,772.0,0.016,43.0,41.0,71
11,17.6,0.0,2.3,30.0,1064.0,0.032,43.0,20.0,88
21,19.1,0.0,2.5,66.0,1035.0,0.05,54.0,33.0,175
10,16.6,0.0,0.9,53.0,1145.0,0.011,128.0,30.0,63
17,21.1,0.0,3.1,47.0,1973.0,0.046,38.0,17.0,170
1,13.3,0.0,0.8,29.0,1226.0,,,,34
21,18.8,0.0,2.2,34.0,2000.0,0.04,32.0,14.0,217
17,20.8,0.0,5.1,22.0,1996.0,0.077,42.0,22.0,292
10,21.7,0.0,0.9,47.0,1849.0,0.023,49.0,30.0,97
3,5.7,0.0,0.8,74.0,2000.0,0.032,12.0,13.0,21
6,5.6,0.0,1.0,80.0,1782.0,0.021,17.0,,9
9,15.1,0.0,4.2,63.0,1849.0,0.028,39.0,21.0,118
19,15.3,0.0,3.3,40.0,2000.0,0.045,59.0,26.0,188
9,8.8,0.0,1.8,44.0,833.0,0.005,86.0,69.0,88
3,12.8,0.0,2.0,38.0,802.0,0.016,94.0,82.0,15
3,11.3,0.0,1.3,82.0,602.0,0.049,62.0,33.0,25
21,15.8,0.0,1.1,87.0,620.0,0.026,54.0,27.0,75
15,27.4,0.0,3.7,28.0,1237.0,0.091,,,318
0,16.6,0.0,2.3,47.0,1048.0,0.074,76.0,41.0,89
5,10.9,0.0,2.5,44.0,1757.0,0.03,91.0,24.0,19
11,16.8,0.0,1.3,61.0,682.0,0.042,69.0,40.0,109
7,13.2,0.0,0.6,85.0,431.0,0.023,50.0,39.0,17
13,15.5,0.0,1.3,33.0,1716.0,0.018,82.0,28.0,80
3,10.5,0.0,2.4,73.0,990.0,0.042,46.0,25.0,26
14,26.3,0.0,4.3,31.0,1060.0,0.09,,,190
4,8.0,0.0,1.5,53.0,861.0,0.005,82.0,77.0,8
12,21.8,0.0,3.6,47.0,1903.0,0.056,34.0,21.0,147
14,25.0,0.0,3.1,44.0,1989.0,0.053,27.0,17.0,161
1,12.4,0.0,3.5,84.0,911.0,,,,57
10,18.2,0.0,2.4,60.0,527.0,,,,66
16,20.3,0.0,4.8,34.0,1328.0,0.057,71.0,29.0,170
20,15.9,0.0,3.5,43.0,2000.0,0.045,21.0,17.0,128
13,19.1,0.0,5.2,18.0,1450.0,0.044,165.0,17.0,87
14,23.2,0.0,6.0,42.0,1809.0,0.06,44.0,24.0,107
2,14.1,0.0,4.5,42.0,2000.0,0.037,21.0,12.0,40
21,21.2,0.0,3.3,52.0,2000.0,0.032,30.0,21.0,249
3,16.5,0.0,1.1,43.0,1068.0,0.01,162.0,39.0,32
10,16.6,0.0,3.1,53.0,1945.0,0.027,76.0,14.0,89
2,16.0,0.0,2.8,55.0,864.0,0.083,87.0,50.0,34
10,12.6,0.0,2.5,50.0,2000.0,0.018,42.0,25.0,76
16,26.2,0.0,3.9,33.0,2000.0,0.063,36.0,23.0,254
5,5.0,0.0,0.3,59.0,1022.0,0.04,70.0,64.0,12
6,13.1,0.0,0.7,84.0,236.0,0.041,112.0,66.0,19
21,13.3,0.0,3.1,48.0,1880.0,0.052,54.0,26.0,162
1,10.6,0.0,0.2,71.0,844.0,,,,67
21,12.7,0.0,3.5,37.0,2000.0,0.033,62.0,19.0,152
22,18.2,0.0,2.2,30.0,1782.0,0.054,46.0,25.0,144
5,13.7,0.0,1.0,48.0,2000.0,0.049,30.0,18.0,11
10,11.5,0.0,2.7,75.0,657.0,0.011,37.0,,66
12,24.7,0.0,2.7,31.0,2000.0,0.05,26.0,17.0,142
0,9.0,0.0,2.6,52.0,2000.0,0.034,57.0,21.0,44
2,14.6,0.0,1.1,82.0,293.0,0.061,100.0,57.0,16
9,11.8,0.0,2.0,80.0,584.0,0.017,43.0,33.0,113
2,11.9,0.0,1.8,78.0,574.0,0.004,61.0,50.0,29
21,15.7,0.0,3.2,52.0,2000.0,0.049,49.0,16.0,126
15,22.5,0.0,2.9,37.0,848.0,0.048,145.0,45.0,97
21,19.2,0.0,4.1,23.0,2000.0,0.051,38.0,20.0,166
4,13.5,0.0,1.3,81.0,896.0,0.032,34.0,21.0,16
3,18.6,0.0,1.3,79.0,748.0,0.062,47.0,30.0,30
6,10.5,0.0,1.1,42.0,1825.0,0.059,60.0,38.0,20
1,11.2,0.0,1.2,78.0,1982.0,,,,37
14,20.8,0.0,4.6,18.0,2000.0,0.071,38.0,22.0,258
23,14.0,0.0,1.6,33.0,881.0,0.059,86.0,77.0,91
7,14.8,0.0,1.3,87.0,397.0,0.055,51.0,34.0,26
20,16.1,0.0,4.3,24.0,2000.0,0.045,47.0,15.0,169
7,13.7,0.0,2.5,77.0,772.0,0.023,47.0,26.0,78
7,16.2,0.0,1.7,51.0,1583.0,0.004,65.0,46.0,87
23,19.2,0.0,3.0,29.0,2000.0,0.045,59.0,26.0,163
9,14.7,0.0,2.0,68.0,589.0,0.01,65.0,44.0,60
8,13.7,0.0,1.9,65.0,468.0,0.022,116.0,69.0,93
23,21.3,0.0,2.3,68.0,900.0,0.056,65.0,38.0,140
20,22.7,0.0,4.0,36.0,2000.0,0.055,29.0,19.0,238
9,15.3,0.0,1.5,43.0,1084.0,0.032,110.0,29.0,95
23,14.1,0.0,3.1,68.0,475.0,0.032,86.0,52.0,88
0,12.4,0.0,2.6,55.0,965.0,0.059,81.0,54.0,51
21,22.0,0.0,3.9,66.0,984.0,0.076,64.0,39.0,237
20,12.9,0.0,4.0,70.0,1355.0,0.053,54.0,27.0,85
8,8.6,0.0,2.0,89.0,223.0,0.01,74.0,64.0,34
14,14.6,0.0,6.7,14.0,2000.0,0.048,59.0,11.0,93
6,18.3,0.0,2.3,64.0,1403.0,0.026,55.0,32.0,18
21,18.0,0.0,2.7,51.0,1967.0,0.056,54.0,33.0,178
17,26.4,0.0,4.2,30.0,1943.0,0.081,52.0,31.0,173
9,15.1,0.0,2.2,71.0,791.0,0.016,53.0,24.0,104
7,7.6,0.0,0.2,76.0,1677.0,0.01,49.0,22.0,77
5,11.5,0.0,2.3,71.0,1315.0,0.037,75.0,19.0,12
19,14.6,0.0,3.0,76.0,1996.0,0.045,25.0,22.0,147
18,24.8,0.0,3.6,33.0,1262.0,0.084,113.0,49.0,303
13,19.4,0.0,4.9,55.0,1449.0,0.055,53.0,28.0,108
4,16.6,0.0,2.8,48.0,1070.0,0.013,151.0,39.0,16
16,19.0,0.0,3.0,22.0,1990.0,0.05,55.0,22.0,118
23,12.2,0.0,2.3,72.0,869.0,0.034,72.0,34.0,80
5,10.9,0.0,3.8,10.0,2000.0,0.047,45.0,13.0,10
3,13.3,0.0,2.5,43.0,2000.0,0.037,19.0,9.0,23
23,11.2,0.0,1.6,39.0,1908.0,0.029,97.0,22.0,73
5,12.5,0.0,2.0,43.0,2000.0,0.04,17.0,9.0,23
22,19.9,0.0,0.8,42.0,1973.0,0.022,62.0,35.0,148
9,10.9,0.0,1.9,50.0,1844.0,0.012,84.0,24.0,98
19,22.2,0.0,4.2,29.0,2000.0,0.046,38.0,12.0,241
17,23.5,0.0,2.8,38.0,1893.0,0.067,56.0,30.0,257
20,21.8,0.0,4.4,40.0,2000.0,0.048,35.0,19.0,188
12,18.4,0.0,2.9,51.0,1870.0,0.037,56.0,14.0,122
7,10.5,0.0,2.9,99.0,107.0,0.029,29.0,26.0,15
15,26.8,0.0,3.4,30.0,1980.0,0.065,27.0,18.0,246
21,15.2,0.0,1.3,68.0,747.0,0.017,60.0,50.0,144
20,22.5,0.0,4.8,29.0,2000.0,0.053,37.0,22.0,200
5,17.4,0.0,0.9,91.0,390.0,0.02,30.0,24.0,17
5,18.6,0.0,2.3,61.0,1527.0,0.025,56.0,30.0,28
2,18.6,0.0,1.0,75.0,274.0,0.018,115.0,73.0,36
18,22.0,0.0,3.3,11.0,2000.0,0.053,17.0,13.0,336
11,16.9,0.0,5.5,35.0,1948.0,0.045,51.0,13.0,52
0,12.5,0.0,1.4,32.0,2000.0,0.038,27.0,19.0,63
20,11.4,0.0,2.5,85.0,716.0,0.033,38.0,26.0,102
18,18.0,0.0,2.8,29.0,884.0,0.065,,,207
17,19.9,1.0,0.9,56.0,1082.0,0.06,109.0,37.0,4
18,18.0,1.0,1.9,82.0,685.0,0.044,99.0,42.0,15
3,10.6,0.0,1.9,82.0,1638.0,0.024,33.0,27.0,18
20,16.3,1.0,1.5,89.0,576.0,0.027,76.0,33.0,49
14,26.6,0.0,4.1,31.0,1976.0,0.076,43.0,25.0,225
6,15.4,0.0,1.7,57.0,1234.0,0.031,119.0,27.0,11
3,15.1,0.0,0.8,74.0,1935.0,0.034,32.0,20.0,30
22,14.3,0.0,1.7,72.0,820.0,0.006,60.0,45.0,108
18,18.2,0.0,3.8,39.0,2000.0,0.051,23.0,18.0,211
0,14.5,0.0,2.2,67.0,1661.0,0.033,47.0,18.0,62
9,19.5,0.0,1.2,57.0,906.0,0.016,31.0,19.0,124
5,18.2,0.0,0.6,80.0,715.0,0.058,43.0,29.0,14
2,12.3,0.0,4.0,85.0,658.0,0.04,52.0,20.0,35
4,13.8,0.0,0.2,86.0,230.0,0.057,103.0,58.0,11
23,13.3,0.0,1.8,44.0,1650.0,0.043,67.0,34.0,100
12,10.2,0.0,2.8,91.0,634.0,0.019,26.0,25.0,60
5,10.2,0.0,0.7,75.0,726.0,0.03,68.0,31.0,12
8,14.7,0.0,1.6,70.0,1577.0,0.026,28.0,16.0,56
10,13.8,0.0,0.3,54.0,889.0,0.014,78.0,35.0,78
19,22.5,0.0,3.7,53.0,904.0,0.082,84.0,53.0,262
4,10.2,0.0,1.3,63.0,1378.0,0.033,58.0,29.0,11
17,20.8,0.0,3.2,22.0,1135.0,0.068,74.0,57.0,118
14,13.2,1.0,4.7,81.0,604.0,0.053,52.0,19.0,27
16,21.1,0.0,5.6,21.0,1939.0,0.075,37.0,21.0,382
15,21.1,0.0,6.0,19.0,1957.0,0.072,35.0,17.0,348
20,15.0,0.0,4.4,35.0,2000.0,0.052,49.0,18.0,170
3,18.1,0.0,0.8,77.0,272.0,0.008,112.0,69.0,26
15,26.7,0.0,5.2,34.0,1968.0,0.079,48.0,23.0,275
4,15.9,0.0,1.7,59.0,669.0,0.02,103.0,62.0,20
8,11.9,0.0,2.4,71.0,1339.0,0.038,86.0,20.0,34
22,20.2,0.0,2.8,54.0,2000.0,0.022,28.0,21.0,195
11,15.1,0.0,1.6,27.0,989.0,0.018,73.0,62.0,56
7,11.4,0.0,1.6,82.0,460.0,0.039,74.0,44.0,12
21,17.9,1.0,0.2,91.0,553.0,0.021,33.0,27.0,86
21,10.8,0.0,3.3,77.0,1377.0,0.029,47.0,29.0,144
20,18.5,1.0,2.6,89.0,296.0,0.019,40.0,29.0,38
10,18.2,0.0,1.0,52.0,1126.0,0.01,51.0,28.0,96
12,16.0,0.0,2.3,39.0,1834.0,0.034,39.0,23.0,121
16,13.2,1.0,3.3,87.0,1342.0,0.044,24.0,17.0,52
18,17.4,0.0,4.1,30.0,2000.0,0.044,56.0,23.0,303
0,12.2,0.0,2.5,23.0,2000.0,0.036,66.0,19.0,46
8,13.2,0.0,0.5,52.0,2000.0,0.023,35.0,16.0,189
2,15.8,0.0,1.4,39.0,2000.0,0.029,21.0,16.0,51
7,4.4,0.0,0.6,71.0,633.0,0.033,76.0,71.0,76
22,12.3,0.0,2.3,63.0,1249.0,0.033,69.0,26.0,122
4,16.1,0.0,0.6,45.0,1968.0,0.036,47.0,26.0,13
15,26.7,0.0,3.4,30.0,1682.0,0.057,64.0,32.0,205
8,19.4,0.0,2.7,71.0,627.0,0.053,68.0,39.0,191
7,9.0,0.0,1.1,79.0,817.0,0.027,50.0,23.0,90
3,12.1,0.0,3.0,40.0,1436.0,0.066,71.0,44.0,13
2,14.0,0.0,,52.0,2000.0,0.044,37.0,20.0,20
19,10.6,0.0,0.8,84.0,1091.0,0.033,23.0,22.0,114
12,21.4,0.0,,44.0,1375.0,0.044,61.0,37.0,116
8,13.3,0.0,3.3,65.0,1814.0,0.015,44.0,10.0,221
16,19.9,0.0,4.8,15.0,1948.0,0.051,37.0,14.0,151
8,13.7,0.0,3.3,40.0,2000.0,0.032,17.0,9.0,215
2,18.0,0.0,2.1,66.0,1659.0,0.023,40.0,29.0,20
3,17.3,0.0,2.2,69.0,1636.0,0.032,30.0,24.0,27
0,19.1,0.0,1.4,61.0,2000.0,0.016,28.0,17.0,94
16,23.9,0.0,6.0,22.0,2000.0,0.058,40.0,14.0,137
23,15.4,0.0,1.4,87.0,423.0,0.019,85.0,35.0,87
9,17.1,0.0,1.6,50.0,1416.0,0.007,64.0,44.0,82
17,20.6,0.0,3.2,56.0,1539.0,0.049,52.0,26.0,183
23,13.1,0.0,3.0,84.0,990.0,0.036,39.0,19.0,87
7,13.7,0.0,0.3,71.0,508.0,0.062,81.0,50.0,19
2,11.4,0.0,2.1,40.0,1766.0,0.033,103.0,24.0,23
21,14.8,0.0,3.7,44.0,2000.0,0.042,23.0,16.0,120
